Best: 38200.625 d 61799.375 d% 0.618 (heat 0.3; genome rate 0.99; dna rate 0.99) (time 1.284s)
Best: 42147.543 d 0.140 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.152s)
Best: 42146.730 d 0.813 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.430s)
Best: 42145.782 d 0.948 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.327s)
Best: 42145.206 d 0.576 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.569s)
Best: 42144.939 d 0.267 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.565s)
Best: 42144.507 d 0.432 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.234s)
Best: 42144.025 d 0.482 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.927s)
Best: 42143.693 d 0.331 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.347s)
Best: 42143.339 d 0.354 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.495s)
Best: 42143.116 d 0.223 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.205s)
Best: 42142.856 d 0.260 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.864s)
Best: 42142.806 d 0.051 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.349s)
Best: 42142.547 d 0.258 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.495s)
Best: 42142.464 d 0.083 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.253s)
Best: 42142.306 d 0.158 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.897s)
Best: 42142.205 d 0.101 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.273s)
Best: 42142.092 d 0.114 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.397s)
Best: 42142.043 d 0.048 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.405s)
Best: 42141.927 d 0.116 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.066s)
Best: 42141.869 d 0.059 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.415s)
Best: 42141.843 d 0.026 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.350s)
Best: 42141.782 d 0.061 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.344s)
Best: 42141.737 d 0.044 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.034s)
Best: 42141.705 d 0.032 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.253s)
Best: 42141.702 d 0.004 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.354s)
Best: 42141.690 d 0.012 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.354s)
Best: 42141.684 d 0.006 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.551s)
Best: 42141.681 d 0.003 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.421s)
Best: 42141.678 d 0.003 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.314s)
Best: 42141.676 d 0.002 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.420s)
Best: 42141.676 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.594s)
Best: 42141.676 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.318s)
Best: 42141.676 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.689s)
Best: 42141.676 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.965s)
Best: 42141.676 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.294s)
Best: 42141.676 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.718s)
Best: 42141.676 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.318s)
Best: 42141.676 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.001s)
Best: 42141.676 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.241s)
Best: 42141.676 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.024s)
Best: 42141.676 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.311s)
Best: 42141.676 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.390s)
Best: 42141.676 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.589s)
Best: 42141.539 d 0.136 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.174s)
Best: 42141.539 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.316s)
Best: 42141.539 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.207s)
Best: 42141.507 d 0.032 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.267s)
Best: 42138.497 d 3.010 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.059s)
Best: 42137.249 d 1.249 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.450s)
Best: 42137.249 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.345s)
Best: 42135.512 d 1.736 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.336s)
Best: 42133.720 d 1.792 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.859s)
Best: 42132.182 d 1.538 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.625s)
Best: 42130.970 d 1.212 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.017s)
Best: 42129.261 d 1.709 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.319s)
Best: 42128.112 d 1.149 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.404s)
Best: 42127.821 d 0.291 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.094s)
Best: 42127.050 d 0.771 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.955s)
Best: 42126.008 d 1.042 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.429s)
Best: 42125.275 d 0.733 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.335s)
Best: 42124.888 d 0.387 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.317s)
Best: 42124.042 d 0.846 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.313s)
Best: 42123.517 d 0.525 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.036s)
Best: 42123.284 d 0.233 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.251s)
Best: 42122.800 d 0.484 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.355s)
Best: 42122.642 d 0.159 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.376s)
Best: 42122.212 d 0.429 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.673s)
Best: 42121.769 d 0.443 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.404s)
Best: 42121.727 d 0.042 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.500s)
Best: 42121.398 d 0.329 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.638s)
Best: 42121.345 d 0.052 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.548s)
Best: 42121.162 d 0.184 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.335s)
Best: 42121.041 d 0.120 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.080s)
Best: 42120.864 d 0.178 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.519s)
Best: 42120.715 d 0.148 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.152s)
Best: 42120.658 d 0.058 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.293s)
Best: 42120.613 d 0.045 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.126s)
Best: 42120.566 d 0.047 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.363s)
Best: 42120.533 d 0.033 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.391s)
Best: 42120.501 d 0.032 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.393s)
Best: 42120.471 d 0.030 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.104s)
Best: 42119.573 d 0.898 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.483s)
Best: 42118.738 d 0.835 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.384s)
Best: 42114.975 d 3.762 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.393s)
Best: 42114.305 d 0.670 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.997s)
Best: 42111.029 d 3.276 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.906s)
Best: 42111.029 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.240s)
Best: 42109.836 d 1.193 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.281s)
Best: 42108.169 d 1.667 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.185s)
Best: 42106.381 d 1.788 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.306s)
Best: 42105.764 d 0.617 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.228s)
Best: 42104.975 d 0.789 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.104s)
Best: 42104.064 d 0.911 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.004s)
Best: 42103.001 d 1.063 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.874s)
Best: 42102.862 d 0.139 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.272s)
Best: 42102.368 d 0.494 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.196s)
Best: 42101.814 d 0.554 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.430s)
Best: 42101.604 d 0.210 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.265s)
Best: 42101.106 d 0.499 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.569s)
Best: 42100.706 d 0.400 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.243s)
Best: 42100.668 d 0.038 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.363s)
Best: 42100.238 d 0.430 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.967s)
Best: 42100.238 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.110s)
Best: 42100.002 d 0.236 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.356s)
Best: 42099.965 d 0.037 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.453s)
Best: 42099.937 d 0.028 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.094s)
Best: 42099.854 d 0.083 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.420s)
Best: 42099.818 d 0.036 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.312s)
Best: 42099.812 d 0.007 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.342s)
Best: 42099.778 d 0.033 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.348s)
Best: 42099.764 d 0.014 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.221s)
Best: 42099.759 d 0.006 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.384s)
Best: 42099.749 d 0.010 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.339s)
Best: 42099.744 d 0.005 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.640s)
Best: 42099.740 d 0.004 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.549s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.379s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.833s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.386s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.302s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.231s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.147s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.313s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.725s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.492s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.510s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.465s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.463s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.058s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.342s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.309s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.331s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.246s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.199s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.547s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.541s)
Best: 42099.740 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.333s)
Best: 42096.887 d 2.853 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.310s)
Best: 42095.779 d 1.108 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.304s)
Best: 42095.779 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.651s)
Best: 42093.628 d 2.151 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.491s)
Best: 42091.551 d 2.076 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.351s)
Best: 42089.385 d 2.166 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.362s)
Best: 42088.238 d 1.148 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.325s)
Best: 42087.661 d 0.577 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.450s)
Best: 42086.621 d 1.040 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.607s)
Best: 42085.645 d 0.976 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.288s)
Best: 42085.133 d 0.512 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.940s)
Best: 42084.507 d 0.625 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.438s)
Best: 42083.291 d 1.217 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.372s)
Best: 42083.139 d 0.152 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.262s)
Best: 42082.735 d 0.404 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.029s)
Best: 42082.037 d 0.698 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.609s)
Best: 42081.835 d 0.201 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.365s)
Best: 42081.583 d 0.252 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.600s)
Best: 42081.389 d 0.194 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.485s)
Best: 42080.980 d 0.409 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.511s)
Best: 42080.915 d 0.065 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.421s)
Best: 42080.753 d 0.162 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.565s)
Best: 42080.703 d 0.051 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.272s)
Best: 42079.045 d 1.657 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.335s)
Best: 42077.009 d 2.037 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.488s)
Best: 42073.438 d 3.571 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.715s)
Best: 42073.438 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.378s)
Best: 42072.389 d 1.048 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.330s)
Best: 42070.732 d 1.657 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.117s)
Best: 42069.330 d 1.402 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.055s)
Best: 42066.253 d 3.077 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.421s)
Best: 42066.253 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.321s)
Best: 42065.800 d 0.453 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.216s)
Best: 42065.217 d 0.583 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.715s)
Best: 42065.020 d 0.196 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.279s)
Best: 42064.002 d 1.018 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.198s)
Best: 42063.739 d 0.263 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.324s)
Best: 42063.204 d 0.536 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.327s)
Best: 42062.547 d 0.657 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.515s)
Best: 42062.290 d 0.257 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.359s)
Best: 42062.153 d 0.137 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.190s)
Best: 42061.658 d 0.495 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.475s)
Best: 42061.609 d 0.049 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.262s)
Best: 42061.505 d 0.104 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.314s)
Best: 42061.378 d 0.127 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.282s)
Best: 42061.284 d 0.094 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.230s)
Best: 42061.210 d 0.075 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.266s)
Best: 42061.110 d 0.100 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.365s)
Best: 42061.024 d 0.086 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.204s)
Best: 42060.991 d 0.033 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.222s)
Best: 42060.892 d 0.098 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.409s)
Best: 42060.892 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.238s)
Best: 42060.876 d 0.017 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.339s)
Best: 42060.839 d 0.037 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.407s)
Best: 42060.839 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.619s)
Best: 42060.824 d 0.015 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.126s)
Best: 42060.802 d 0.022 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.100s)
Best: 42060.802 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.188s)
Best: 42060.801 d 0.001 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.334s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.407s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.441s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.414s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.426s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.955s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.242s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.364s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.078s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.997s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.192s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.253s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.449s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.693s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.435s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.285s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.229s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.906s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.165s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.466s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.363s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.275s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.229s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.314s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.547s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.836s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.943s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.987s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.341s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.368s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.540s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.263s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.378s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 5.956s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.337s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.258s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.324s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.376s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.477s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.236s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.302s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.338s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.658s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.238s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.282s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.276s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.597s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.320s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.101s)
Best: 42060.801 d 0.000 d% 0.000 (heat 0.01; genome rate 0.5; dna rate 0.5) (time 6.327s)
